"Date","Price","Open","High","Low","Change %"
"06/20/2025","13.500","13.500","13.500","13.500","0.00%"
"06/19/2025","13.500","13.500","13.500","13.500","0.00%"
"06/18/2025","13.500","13.500","13.500","13.500","0.00%"
"06/17/2025","13.500","13.500","13.500","13.500","0.73%"
"06/16/2025","13.402","13.500","13.500","13.402","-0.87%"
"06/13/2025","13.520","13.520","13.520","13.520","0.00%"
"06/12/2025","13.520","13.520","13.520","13.520","0.00%"
"06/11/2025","13.520","13.520","13.520","13.520","0.15%"
"06/10/2025","13.500","13.500","13.500","13.500","0.00%"
"06/09/2025","13.500","13.500","13.500","13.500","0.00%"
"06/06/2025","13.500","13.500","13.500","13.500","0.72%"
"06/05/2025","13.404","13.500","13.500","13.404","-0.71%"
"06/04/2025","13.500","13.500","13.500","13.500","0.00%"
"06/03/2025","13.500","13.500","13.500","13.500","0.00%"
"05/30/2025","13.500","13.500","13.500","13.500","0.00%"
"05/29/2025","13.500","13.500","13.500","13.500","0.72%"
"05/28/2025","13.404","13.530","13.530","13.404","-0.93%"
"05/27/2025","13.530","13.530","13.530","13.530","0.00%"
"05/26/2025","13.530","13.530","13.530","13.530","0.00%"
"05/23/2025","13.530","13.530","13.530","13.530","0.00%"
"05/22/2025","13.530","13.530","13.530","13.530","0.74%"
"05/21/2025","13.430","13.530","13.530","13.530","-0.01%"
"05/20/2025","13.432","13.432","13.432","13.432","0.00%"
"05/19/2025","13.432","13.432","13.432","13.432","-0.43%"
"05/16/2025","13.490","13.490","13.490","13.490","0.00%"
"05/15/2025","13.490","13.490","13.490","13.490","0.00%"
"05/14/2025","13.490","13.490","13.490","13.490","0.45%"
"05/13/2025","13.430","13.430","13.430","13.430","0.00%"
"05/12/2025","13.430","13.430","13.430","13.430","0.00%"
"05/09/2025","13.430","13.430","13.430","13.430","0.00%"
"05/08/2025","13.430","13.430","13.430","13.430","0.00%"
"05/07/2025","13.430","13.430","13.430","13.430","0.00%"
"05/06/2025","13.430","13.430","13.430","13.430","0.00%"
"05/05/2025","13.430","13.430","13.430","13.430","0.00%"
"05/02/2025","13.430","13.430","13.430","13.430","0.00%"
"04/30/2025","13.430","13.430","13.430","13.430","0.00%"
"04/29/2025","13.430","13.430","13.430","13.430","0.00%"
"04/28/2025","13.430","13.430","13.430","13.430","0.00%"
"04/25/2025","13.430","13.430","13.430","13.430","0.00%"
"04/24/2025","13.430","13.430","13.430","13.430","0.00%"
"04/23/2025","13.430","13.430","13.430","13.430","-1.47%"
"04/22/2025","13.630","13.630","13.630","13.630","0.00%"
"04/17/2025","13.630","13.630","13.630","13.630","0.00%"
"04/16/2025","13.630","13.630","13.630","13.630","0.00%"
"04/15/2025","13.630","13.630","13.630","13.630","0.00%"
"04/14/2025","13.630","13.630","13.630","13.630","0.00%"
"04/11/2025","13.630","13.630","13.630","13.630","1.49%"
"04/10/2025","13.430","13.430","13.430","13.430","0.00%"
"04/09/2025","13.430","13.430","13.430","13.430","0.00%"
"04/08/2025","13.430","13.430","13.430","13.430","0.00%"
"04/07/2025","13.430","13.430","13.430","13.430","0.00%"
"04/04/2025","13.430","13.430","13.430","13.430","0.00%"
"04/03/2025","13.430","13.430","13.430","13.430","0.00%"
"04/02/2025","13.430","13.430","13.430","13.430","0.00%"
"04/01/2025","13.430","13.430","13.430","13.430","0.00%"
"03/28/2025","13.430","13.430","13.430","13.430","0.22%"
"03/27/2025","13.400","13.400","13.400","13.400","0.00%"
"03/26/2025","13.400","13.400","13.400","13.400","0.00%"
"03/25/2025","13.400","13.400","13.400","13.400","0.15%"
"03/24/2025","13.380","13.380","13.380","13.380","0.00%"
"03/21/2025","13.380","13.380","13.380","13.380","0.00%"
"03/20/2025","13.380","13.380","13.380","13.380","0.00%"
"03/19/2025","13.380","13.380","13.380","13.380","-0.22%"
"03/18/2025","13.410","13.410","13.410","13.410","0.00%"
"03/17/2025","13.410","13.410","13.410","13.410","-0.74%"
"03/14/2025","13.510","13.510","13.510","13.510","-2.03%"
"03/13/2025","13.790","13.790","13.790","13.790","0.00%"
"03/12/2025","13.790","13.790","13.790","13.790","0.00%"
"03/11/2025","13.790","13.790","13.790","13.790","0.00%"
"03/10/2025","13.790","13.790","13.790","13.790","0.00%"
"03/07/2025","13.790","13.790","13.790","13.790","0.00%"
"03/06/2025","13.790","13.790","13.790","13.790","0.00%"
"03/05/2025","13.790","13.790","13.790","13.790","-0.79%"
"03/04/2025","13.900","13.900","13.900","13.900","0.00%"
"03/03/2025","13.900","13.900","13.900","13.900","0.00%"
"02/28/2025","13.900","13.900","13.900","13.900","0.00%"
"02/27/2025","13.900","13.900","13.900","13.900","0.00%"
"02/26/2025","13.900","13.900","13.900","13.900","0.00%"
"02/25/2025","13.900","13.900","13.900","13.900","0.00%"
"02/24/2025","13.900","13.900","13.900","13.900","-0.36%"
"02/21/2025","13.950","13.950","13.950","13.950","0.00%"
"02/20/2025","13.950","13.950","13.950","13.950","0.00%"
"02/19/2025","13.950","13.950","13.950","13.950","0.00%"
"02/18/2025","13.950","13.950","13.950","13.950","-1.06%"
"02/17/2025","14.100","14.100","14.100","14.100","-0.35%"
"02/14/2025","14.150","14.150","14.150","14.150","0.00%"
"02/13/2025","14.150","14.150","14.150","14.150","-1.74%"
"02/12/2025","14.400","14.400","14.400","14.400","-0.35%"
"02/11/2025","14.450","14.450","14.450","14.450","0.00%"
"02/10/2025","14.450","14.450","14.450","14.450","0.00%"
"02/07/2025","14.450","14.450","14.450","14.450","0.00%"
"02/06/2025","14.450","14.450","14.450","14.450","-0.48%"
"02/05/2025","14.520","14.520","14.520","14.520","0.00%"
"02/04/2025","14.520","14.520","14.520","14.520","0.00%"
"02/03/2025","14.520","14.520","14.520","14.520","0.00%"
"01/31/2025","14.520","14.520","14.520","14.520","0.00%"
"01/30/2025","14.520","14.520","14.520","14.520","0.00%"
"01/29/2025","14.520","14.520","14.520","14.520","-1.36%"
"01/28/2025","14.720","14.720","14.720","14.720","0.00%"
"01/27/2025","14.720","14.720","14.720","14.720","0.00%"
"01/24/2025","14.720","14.720","14.720","14.720","0.00%"
"01/23/2025","14.720","14.720","14.720","14.720","0.00%"
"01/22/2025","14.720","14.720","14.720","14.720","0.00%"
"01/21/2025","14.720","14.720","14.720","14.720","0.00%"
"01/20/2025","14.720","14.720","14.720","14.720","0.07%"
"01/17/2025","14.710","14.710","14.710","14.710","-0.34%"
"01/16/2025","14.760","14.760","14.760","14.760","0.68%"
"01/15/2025","14.660","14.660","14.660","14.660","-0.68%"
"01/14/2025","14.760","14.760","14.760","14.760","0.00%"
"01/13/2025","14.760","14.760","14.760","14.760","0.00%"
"01/10/2025","14.760","14.760","14.760","14.760","0.00%"
"01/09/2025","14.760","14.760","14.760","14.760","0.00%"
"01/08/2025","14.760","14.760","14.760","14.760","-0.54%"
"01/07/2025","14.840","14.840","14.840","14.840","0.00%"
"01/06/2025","14.840","14.840","14.840","14.840","0.00%"
"01/03/2025","14.840","14.840","14.840","14.840","-0.74%"
"01/02/2025","14.950","14.950","14.950","14.950","0.00%"
"12/31/2024","14.950","14.950","14.950","14.950","0.00%"
"12/30/2024","14.950","14.950","14.950","14.950","0.00%"
"12/27/2024","14.950","14.950","14.950","14.950","0.00%"
"12/24/2024","14.950","14.950","14.950","14.950","0.00%"
"12/23/2024","14.950","14.950","14.950","14.950","0.00%"
"12/20/2024","14.950","14.950","14.950","14.950","-0.13%"
"12/19/2024","14.970","14.970","14.970","14.970","0.00%"
"12/18/2024","14.970","14.970","14.970","14.970","0.00%"
"12/17/2024","14.970","14.970","14.970","14.970","0.00%"
"12/16/2024","14.970","14.970","14.970","14.970","0.00%"
"12/13/2024","14.970","14.970","14.970","14.970","0.00%"
"12/11/2024","14.970","14.970","14.970","14.970","1.98%"
"12/10/2024","14.680","14.680","14.680","14.680","0.00%"
"12/09/2024","14.680","14.680","14.680","14.680","-4.74%"
"12/06/2024","15.410","15.410","15.410","15.410","0.00%"
"12/05/2024","15.410","15.410","15.410","15.410","0.00%"
"12/04/2024","15.410","15.410","15.410","15.410","0.00%"
"12/03/2024","15.410","15.410","15.410","15.410","-1.66%"
"12/02/2024","15.670","15.670","15.670","15.670","0.00%"
"11/29/2024","15.670","15.670","15.670","15.670","0.00%"
"11/28/2024","15.670","15.670","15.670","15.670","0.00%"
"11/27/2024","15.670","15.670","15.670","15.670","-1.63%"
"11/26/2024","15.930","15.930","15.930","15.930","0.00%"
"11/25/2024","15.930","15.930","15.930","15.930","-0.69%"
"11/22/2024","16.040","16.040","16.040","16.040","0.00%"
"11/21/2024","16.040","16.040","16.040","16.040","-0.12%"
"11/20/2024","16.060","16.060","16.060","16.060","0.00%"
"11/19/2024","16.060","16.060","16.060","16.060","0.00%"
"11/18/2024","16.060","16.060","16.060","16.060","-1.17%"
"11/15/2024","16.250","16.250","16.250","16.250","0.00%"
"11/14/2024","16.250","16.250","16.250","16.250","0.00%"
"11/13/2024","16.250","16.250","16.250","16.250","-1.34%"
"11/12/2024","16.470","16.470","16.470","16.470","0.00%"
"11/11/2024","16.470","16.470","16.470","16.470","0.00%"
"11/08/2024","16.470","16.470","16.470","16.470","-1.79%"
"11/07/2024","16.770","16.770","16.770","16.770","0.00%"
"11/06/2024","16.770","16.770","16.770","16.770","0.00%"
"11/05/2024","16.770","16.770","16.770","16.770","0.00%"
"11/04/2024","16.770","16.770","16.770","16.770","0.00%"
"11/01/2024","16.770","16.770","16.770","16.770","0.12%"
"10/31/2024","16.750","16.750","16.750","16.750","0.00%"
"10/30/2024","16.750","16.750","16.750","16.750","-1.41%"
"10/29/2024","16.990","16.990","16.990","16.990","0.00%"
"10/28/2024","16.990","16.990","16.990","16.990","0.00%"
"10/25/2024","16.990","16.990","16.990","16.990","0.00%"
"10/24/2024","16.990","16.990","16.990","16.990","0.18%"
"10/23/2024","16.960","16.960","16.960","16.960","0.00%"
"10/22/2024","16.960","16.960","16.960","16.960","-0.18%"
"10/18/2024","16.990","16.790","16.790","16.790","0.00%"
"10/17/2024","16.990","16.990","16.990","16.990","0.00%"
"10/16/2024","16.990","16.990","16.990","16.990","-0.29%"
"10/15/2024","17.040","17.040","17.040","17.040","0.00%"
"10/14/2024","17.040","17.040","17.040","17.040","0.00%"
"10/11/2024","17.040","17.040","17.040","17.040","0.00%"
"10/09/2024","17.040","17.040","17.040","17.040","-0.12%"
"10/08/2024","17.060","17.060","17.060","17.060","0.00%"
"10/07/2024","17.060","17.060","17.060","17.060","-0.06%"
"10/04/2024","17.070","17.070","17.070","17.070","0.00%"
"10/03/2024","17.070","17.070","17.070","17.070","0.00%"
"10/02/2024","17.070","17.070","17.070","17.070","0.00%"
"10/01/2024","17.070","17.070","17.070","17.070","-0.12%"
"09/30/2024","17.090","17.090","17.090","17.090","0.00%"
"09/27/2024","17.090","17.090","17.090","17.090","0.00%"
"09/26/2024","17.090","17.090","17.090","17.090","1.79%"
"09/25/2024","16.790","16.790","16.790","16.790","0.78%"
"09/24/2024","16.660","16.660","16.660","16.660","0.00%"
"09/23/2024","16.660","16.660","16.660","16.660","0.00%"
"09/20/2024","16.660","16.660","16.660","16.660","0.00%"
"09/19/2024","16.660","16.660","16.660","16.660","0.00%"
"09/18/2024","16.660","16.660","16.660","16.660","0.00%"
"09/17/2024","16.660","16.660","16.660","16.660","0.00%"
"09/16/2024","16.660","16.660","16.660","16.660","0.00%"
"09/13/2024","16.660","16.660","16.660","16.660","0.00%"
"09/12/2024","16.660","16.660","16.660","16.660","1.14%"
"09/11/2024","16.472","16.472","16.472","16.472","-1.13%"
"09/10/2024","16.660","16.660","16.660","16.660","0.00%"
"09/09/2024","16.660","16.660","16.660","16.660","0.00%"
"09/06/2024","16.660","16.660","16.660","16.660","-0.83%"
"09/05/2024","16.800","16.800","16.800","16.800","0.00%"
"09/04/2024","16.800","16.800","16.800","16.800","0.00%"
"09/03/2024","16.800","16.800","16.800","16.800","0.00%"
"09/02/2024","16.800","16.800","16.800","16.800","0.00%"
"08/30/2024","16.800","16.800","16.800","16.800","1.45%"
"08/29/2024","16.560","16.560","16.560","16.560","0.00%"
"08/28/2024","16.560","16.560","16.560","16.560","0.00%"
"08/27/2024","16.560","16.560","16.560","16.560","0.00%"
"08/26/2024","16.560","16.560","16.560","16.560","0.00%"
"08/23/2024","16.560","16.560","16.560","16.560","0.00%"
"08/22/2024","16.560","16.560","16.560","16.560","0.00%"
"08/21/2024","16.560","16.560","16.560","16.560","0.00%"
"08/20/2024","16.560","16.560","16.560","16.560","0.00%"
"08/19/2024","16.560","16.560","16.560","16.560","0.00%"
"08/16/2024","16.560","16.560","16.560","16.560","0.00%"
"08/15/2024","16.560","16.560","16.560","16.560","0.00%"
"08/14/2024","16.560","16.560","16.560","16.560","0.00%"
"08/13/2024","16.560","16.560","16.560","16.560","0.00%"
"08/12/2024","16.560","16.560","16.560","16.560","0.00%"
"08/09/2024","16.560","16.560","16.560","16.560","0.00%"
"08/08/2024","16.560","16.560","16.560","16.560","-0.60%"
"08/07/2024","16.660","16.660","16.660","16.660","1.52%"
"08/06/2024","16.410","16.410","16.410","16.410","-3.65%"
"08/05/2024","17.032","17.032","17.032","17.032","3.16%"
"08/02/2024","16.510","16.510","16.510","16.510","-0.06%"
"08/01/2024","16.520","16.520","16.520","16.520","0.00%"
"07/31/2024","16.520","16.520","16.520","16.520","0.00%"
"07/30/2024","16.520","16.520","16.520","16.520","0.67%"
"07/29/2024","16.410","16.410","16.410","16.410","0.00%"
"07/26/2024","16.410","16.410","16.410","16.410","0.00%"
"07/25/2024","16.410","16.410","16.410","16.410","0.00%"
"07/24/2024","16.410","16.410","16.410","16.410","0.00%"
"07/23/2024","16.410","16.410","16.410","16.410","0.00%"
"07/22/2024","16.410","16.410","16.410","16.410","0.00%"
"07/19/2024","16.410","16.410","16.410","16.410","0.00%"
"07/18/2024","16.410","16.410","16.410","16.410","0.00%"
"07/17/2024","16.410","16.410","16.410","16.410","0.00%"
"07/16/2024","16.410","16.410","16.410","16.410","0.37%"
"07/15/2024","16.350","16.350","16.350","16.350","0.00%"
"07/12/2024","16.350","16.350","16.350","16.350","1.24%"
"07/11/2024","16.150","16.150","16.150","16.150","0.00%"
"07/10/2024","16.150","16.150","16.150","16.150","0.00%"
"07/09/2024","16.150","16.150","16.150","16.150","0.00%"
"07/08/2024","16.150","16.150","16.150","16.150","0.00%"
"07/05/2024","16.150","16.150","16.150","16.150","0.06%"
"07/04/2024","16.140","16.140","16.140","16.140","0.00%"
"07/03/2024","16.140","16.140","16.140","16.140","0.00%"
"07/02/2024","16.140","16.140","16.140","16.140","0.00%"
"07/01/2024","16.140","16.140","16.140","16.140","0.00%"
"06/28/2024","16.140","16.140","16.140","16.140","0.00%"
"06/27/2024","16.140","16.140","16.140","16.140","0.00%"
"06/26/2024","16.140","16.140","16.140","16.140","0.00%"
"06/25/2024","16.140","16.140","16.140","16.140","0.00%"
"06/24/2024","16.140","16.140","16.140","16.140","0.00%"
"06/21/2024","16.140","16.140","16.140","16.140","0.00%"
"06/20/2024","16.140","16.140","16.140","16.140","0.00%"
"06/19/2024","16.140","16.140","16.140","16.140","-1.04%"
"06/18/2024","16.310","16.310","16.310","16.310","-3.62%"
"06/17/2024","16.923","16.923","16.923","16.923","3.76%"
"06/14/2024","16.310","16.310","16.310","16.310","0.00%"
"06/13/2024","16.310","16.310","16.310","16.310","-0.97%"
"06/12/2024","16.470","16.470","16.470","16.470","-0.24%"
"06/11/2024","16.510","16.510","16.510","16.510","0.00%"
"06/10/2024","16.510","16.510","16.510","16.510","-0.60%"
"06/07/2024","16.610","16.610","16.610","16.610","0.00%"
"06/06/2024","16.610","16.610","16.610","16.610","0.54%"
"06/05/2024","16.520","16.520","16.520","16.520","-0.24%"
"06/04/2024","16.560","16.560","16.560","16.560","0.00%"
"06/03/2024","16.560","16.560","16.560","16.560","0.00%"
"05/31/2024","16.560","16.560","16.560","16.560","0.00%"
"05/30/2024","16.560","16.560","16.560","16.560","0.00%"
"05/29/2024","16.560","16.560","16.560","16.560","0.00%"
"05/28/2024","16.560","16.560","16.560","16.560","0.00%"
"05/27/2024","16.560","16.560","16.560","16.560","0.00%"
"05/24/2024","16.560","16.560","16.560","16.560","-0.06%"
"05/23/2024","16.570","16.570","16.570","16.570","0.00%"
"05/22/2024","16.570","16.570","16.570","16.570","0.00%"
"05/21/2024","16.570","16.570","16.570","16.570","0.00%"
"05/20/2024","16.570","16.570","16.570","16.570","0.06%"
"05/17/2024","16.560","16.560","16.560","16.560","0.00%"
"05/16/2024","16.560","16.560","16.560","16.460","0.00%"
"05/15/2024","16.560","16.560","16.560","16.560","0.00%"
"05/14/2024","16.560","16.560","16.560","16.560","-0.72%"
"05/13/2024","16.680","16.680","16.680","16.680","-3.71%"
"05/10/2024","17.323","17.323","17.323","17.323","3.86%"
"05/09/2024","16.680","16.680","16.680","16.680","0.00%"
"05/08/2024","16.680","16.680","16.680","16.680","0.00%"
"05/07/2024","16.680","16.680","16.680","16.680","0.00%"
"05/06/2024","16.680","16.680","16.680","16.680","0.12%"
"05/03/2024","16.660","16.660","16.660","16.660","0.00%"
"05/02/2024","16.660","16.660","16.660","16.660","-3.71%"
"05/01/2024","17.302","17.302","17.302","17.302","3.85%"
"04/30/2024","16.660","16.660","16.660","16.660","0.00%"
"04/29/2024","16.660","16.660","16.660","16.660","0.00%"
"04/26/2024","16.660","16.660","16.660","16.660","0.00%"
"04/25/2024","16.660","16.660","16.660","16.660","0.00%"
"04/24/2024","16.660","16.660","16.660","16.660","-1.13%"
"04/23/2024","16.850","16.850","16.850","16.850","0.78%"
"04/22/2024","16.720","16.720","16.720","16.720","-0.77%"
"04/19/2024","16.850","16.720","16.720","16.720","-0.71%"
"04/18/2024","16.970","16.970","16.970","16.970","-1.45%"
"04/17/2024","17.220","17.220","17.220","17.220","0.00%"
"04/16/2024","17.220","17.220","17.220","17.220","-3.26%"
"04/15/2024","17.800","17.800","17.800","17.800","0.00%"
"04/12/2024","17.800","17.800","17.800","17.800","0.06%"
"04/11/2024","17.790","17.790","17.790","17.790","-4.00%"
"04/10/2024","18.532","18.532","18.532","18.532","4.17%"
"04/09/2024","17.790","17.790","17.790","17.790","0.00%"
"04/08/2024","17.790","17.790","17.790","17.790","0.00%"
"04/05/2024","17.790","17.790","17.790","17.790","0.00%"
"04/04/2024","17.790","17.790","17.790","17.790","0.00%"
"04/03/2024","17.790","17.790","17.790","17.790","-0.34%"
"04/02/2024","17.850","17.850","17.850","17.850","-4.02%"
"04/01/2024","18.597","18.597","18.597","18.597","0.00%"
"03/29/2024","18.597","18.597","18.597","18.597","4.18%"
"03/28/2024","17.850","17.850","17.850","17.850","0.00%"
"03/27/2024","17.850","17.850","17.850","17.850","0.00%"
"03/26/2024","17.850","17.850","17.850","17.850","0.00%"
"03/25/2024","17.850","17.850","17.850","17.850","0.00%"
"03/22/2024","17.850","17.850","17.850","17.850","0.00%"
"03/21/2024","17.850","17.850","17.850","17.850","0.00%"
"03/20/2024","17.850","17.850","17.850","17.850","-0.17%"
"03/19/2024","17.880","17.880","17.880","17.880","0.00%"
"03/18/2024","17.880","17.880","17.880","17.880","0.00%"
"03/15/2024","17.880","17.880","17.880","17.880","0.00%"
"03/14/2024","17.880","17.880","17.880","17.880","0.00%"
"03/13/2024","17.880","17.880","17.880","17.880","0.00%"
"03/12/2024","17.880","17.880","17.880","17.880","0.00%"
"03/11/2024","17.880","17.880","17.880","17.880","-4.03%"
"03/08/2024","18.632","18.632","18.632","18.632","8.83%"
"03/07/2024","17.120","17.120","17.120","17.120","4.57%"
"03/06/2024","16.372","17.120","17.120","17.120","-2.95%"
"03/05/2024","16.870","16.870","16.870","16.870","0.00%"
"03/04/2024","16.870","16.870","16.870","16.870","0.00%"
"03/01/2024","16.870","16.870","16.870","16.870","0.00%"
"02/29/2024","16.870","16.870","16.870","16.870","0.00%"
"02/28/2024","16.870","16.870","16.870","16.870","0.00%"
"02/27/2024","16.870","16.870","16.870","16.870","-0.53%"
"02/26/2024","16.960","16.960","16.960","16.960","0.00%"
"02/23/2024","16.960","16.960","16.960","16.960","3.04%"
"02/22/2024","16.460","16.460","16.460","16.460","-0.18%"
"02/21/2024","16.490","16.490","16.490","16.490","0.00%"
"02/20/2024","16.490","16.490","16.490","16.490","0.00%"
"02/19/2024","16.490","16.490","16.490","16.490","0.00%"
"02/16/2024","16.490","16.490","16.490","16.490","0.00%"
"02/15/2024","16.490","16.490","16.490","16.490","0.00%"
"02/14/2024","16.490","16.490","16.490","16.490","0.00%"
"02/13/2024","16.490","16.490","16.490","16.490","0.00%"
"02/12/2024","16.490","16.490","16.490","16.490","0.00%"
"02/09/2024","16.490","16.490","16.490","16.490","0.00%"
"02/08/2024","16.490","16.490","16.490","16.490","0.62%"
"02/07/2024","16.388","16.345","16.490","16.345","0.00%"
"02/06/2024","16.388","16.345","16.388","16.345","-0.13%"
"02/05/2024","16.410","16.314","16.410","16.314","-0.24%"
"02/02/2024","16.450","16.450","16.450","16.450","-1.20%"
"02/01/2024","16.650","16.650","16.650","16.650","1.22%"
"01/31/2024","16.450","16.450","16.450","16.450","-1.20%"
"01/30/2024","16.650","16.650","16.650","16.650","0.00%"
"01/29/2024","16.650","16.650","16.650","16.650","1.87%"
"01/26/2024","16.345","16.341","16.345","16.341","-1.77%"
"01/25/2024","16.640","16.640","16.640","16.640","0.00%"
"01/24/2024","16.640","16.341","16.640","16.341","1.83%"
"01/23/2024","16.341","16.341","16.341","16.341","-1.80%"
"01/22/2024","16.640","16.640","16.640","16.640","1.83%"
"01/19/2024","16.341","16.341","16.341","16.341","-1.80%"
"01/18/2024","16.640","16.640","16.640","16.640","0.00%"
"01/17/2024","16.640","16.640","16.640","16.640","0.00%"
"01/16/2024","16.640","16.640","16.640","16.640","1.83%"
"01/15/2024","16.341","16.303","16.341","16.294","-1.50%"
"01/12/2024","16.590","16.590","16.590","16.590","1.82%"
"01/11/2024","16.294","16.294","16.294","16.294","-1.61%"
"01/10/2024","16.560","16.560","16.560","16.560","1.87%"
"01/09/2024","16.256","16.256","16.256","16.256","-1.84%"
"01/08/2024","16.560","16.560","16.560","16.560","0.00%"
"01/05/2024","16.560","16.560","16.560","16.560","0.00%"
"01/04/2024","16.560","16.560","16.560","16.560","-0.18%"
"01/03/2024","16.590","16.590","16.590","16.590","0.00%"
"01/02/2024","16.590","16.590","16.590","16.590","-3.69%"
"01/01/2024","17.226","17.226","17.226","17.226","3.83%"
"12/29/2023","16.590","16.590","16.590","16.590","0.00%"
"12/28/2023","16.590","16.590","16.590","16.590","0.00%"
"12/27/2023","16.590","16.590","16.590","16.590","-3.69%"
"12/26/2023","17.226","17.226","17.226","17.226","0.00%"
"12/25/2023","17.226","17.226","17.226","17.226","3.83%"
"12/22/2023","16.590","16.590","16.590","16.590","0.00%"
"12/21/2023","16.590","16.590","16.590","16.590","0.00%"
"12/20/2023","16.590","16.590","16.590","16.590","0.00%"
"12/19/2023","16.590","16.590","16.590","16.590","0.00%"
"12/18/2023","16.590","16.590","16.590","16.590","0.00%"
"12/15/2023","16.590","16.590","16.590","16.590","0.00%"
"12/14/2023","16.590","16.590","16.590","16.590","0.00%"
"12/13/2023","16.590","16.590","16.590","16.590","-3.69%"
"12/12/2023","17.226","17.226","17.226","17.226","5.72%"
"12/11/2023","16.293","16.293","16.293","16.293","-0.06%"
"12/08/2023","16.302","16.302","16.302","16.302","-2.38%"
"12/07/2023","16.700","16.700","16.700","16.700","2.44%"
"12/06/2023","16.302","16.302","16.302","16.302","-2.38%"
"12/05/2023","16.700","16.700","16.700","16.700","0.00%"
"12/04/2023","16.700","16.700","16.700","16.700","0.00%"
"12/01/2023","16.700","16.700","16.700","16.700","0.00%"
"11/30/2023","16.700","16.700","16.700","16.700","0.00%"
"11/29/2023","16.700","16.700","16.700","16.700","0.00%"
"11/28/2023","16.700","16.700","16.700","16.700","0.00%"
"11/27/2023","16.700","16.700","16.700","16.700","0.00%"
"11/24/2023","16.700","16.700","16.700","16.700","0.48%"
"11/23/2023","16.620","16.620","16.620","16.620","0.00%"
"11/22/2023","16.620","16.620","16.620","16.620","-0.60%"
"11/21/2023","16.720","16.720","16.720","16.720","0.00%"
"11/20/2023","16.720","16.720","16.720","16.720","-1.18%"
"11/17/2023","16.920","16.920","16.920","16.920","-1.74%"
"11/16/2023","17.220","17.220","17.220","17.220","-2.82%"
"11/15/2023","17.720","17.720","17.720","17.720","0.00%"
"11/14/2023","17.720","17.720","17.720","17.720","-3.98%"
"11/13/2023","18.455","16.931","18.455","16.931","13.08%"
"11/10/2023","16.320","16.320","16.320","16.320","0.00%"
"11/09/2023","16.320","16.320","16.320","16.320","0.00%"
"11/08/2023","16.320","16.320","16.320","16.320","0.00%"
"11/07/2023","16.320","16.320","16.320","16.320","0.60%"
"11/06/2023","16.223","16.223","16.223","16.223","-0.59%"
"11/03/2023","16.320","16.320","16.320","16.320","0.00%"
"11/02/2023","16.320","16.320","16.320","16.320","0.00%"
"11/01/2023","16.320","16.320","16.320","16.320","0.00%"
"10/31/2023","16.320","16.320","16.320","16.320","0.60%"
"10/30/2023","16.223","16.223","16.223","16.223","-0.59%"
"10/27/2023","16.320","16.320","16.320","16.320","0.00%"
"10/26/2023","16.320","16.320","16.320","16.320","0.00%"
"10/25/2023","16.320","16.320","16.320","16.320","0.00%"
"10/24/2023","16.320","16.320","16.320","16.320","0.60%"
"10/23/2023","16.223","16.223","16.223","16.223","-4.18%"
"10/20/2023","16.931","16.931","16.931","16.931","3.74%"
"10/19/2023","16.320","16.320","16.320","16.320","0.00%"
"10/18/2023","16.320","16.320","16.320","16.320","0.00%"
"10/17/2023","16.320","16.320","16.320","16.320","0.60%"
"10/16/2023","16.223","16.223","16.223","16.223","0.20%"
"10/13/2023","16.190","16.190","16.190","16.190","0.62%"
"10/12/2023","16.091","16.091","16.091","16.091","-0.61%"
"10/11/2023","16.190","16.190","16.190","16.190","-3.57%"
"10/10/2023","16.789","16.789","16.789","16.789","3.70%"
"10/09/2023","16.190","16.190","16.190","16.190","0.00%"
"10/06/2023","16.190","16.190","16.190","16.190","0.00%"
"10/05/2023","16.190","16.190","16.190","16.190","0.00%"
"10/04/2023","16.190","16.190","16.190","16.190","0.00%"
"10/03/2023","16.190","16.190","16.190","16.190","0.37%"
"10/02/2023","16.130","16.130","16.130","16.130","0.00%"
"09/29/2023","16.130","16.130","16.130","16.130","0.60%"
"09/28/2023","16.034","16.080","16.080","16.034","-0.29%"
"09/27/2023","16.080","16.080","16.080","16.080","0.00%"
"09/26/2023","16.080","16.073","16.080","16.073","-0.56%"
"09/25/2023","16.170","16.170","16.170","16.170","0.00%"
"09/22/2023","16.170","16.170","16.170","16.170","0.00%"
"09/21/2023","16.170","16.170","16.170","16.170","0.00%"
"09/20/2023","16.170","16.170","16.170","16.170","0.00%"
"09/19/2023","16.170","16.170","16.170","16.170","0.00%"
"09/18/2023","16.170","16.170","16.170","16.170","0.00%"
"09/15/2023","16.170","16.170","16.170","16.170","0.62%"
"09/14/2023","16.070","15.924","16.070","15.924","0.31%"
"09/13/2023","16.020","16.020","16.020","16.020","0.00%"
"09/12/2023","16.020","16.020","16.020","16.020","0.00%"
"09/11/2023","16.020","16.020","16.020","16.020","0.60%"
"09/08/2023","15.924","15.924","15.924","15.924","0.00%"
"09/07/2023","15.924","15.954","15.954","15.924","-0.79%"
"09/06/2023","16.050","16.050","16.050","16.050","0.60%"
"09/05/2023","15.954","15.954","15.954","15.954","0.00%"
"09/04/2023","15.954","15.954","15.954","15.954","-0.16%"
"09/01/2023","15.980","15.980","15.980","15.980","0.00%"
"08/31/2023","15.980","15.980","15.980","15.980","0.00%"
"08/30/2023","15.980","15.980","15.980","15.980","0.00%"
